Gene	KO1	KO2	KO3	KO4	KO5	KO6	WT1	WT2	WT3	WT4	WT5	WT6
1700094J05Rik|67523	19	6	8	12	19	3	8	6	5	4	25	0
1700094M24Rik|74304	0	0	0	0	0	0	0	0	0	0	0	0
1700095A21Rik|67524	0	0	0	0	0	0	4	0	0	0	0	0
1700095B10Rik|67360	7	0	0	0	0	0	0	2	0	0	0	0
1700096J18Rik|67927	0	0	0	8	0	0	0	0	0	0	0	0
1700096K18Rik|73571	12	17	11	13	39	21	21	13	12	10	10	7
1700097N02Rik|67522	0	0	0	0	0	0	0	0	0	0	0	0
1700100L14Rik|73584	0	0	0	0	0	0	0	0	4	0	0	0
1700101E01Rik|329375	192	98	66	94	186	63	134	54	92	174	90	67
1700101I11Rik|100504641	65	94	41	59	93	30	54	82	48	21	45	70
1700101O22Rik|73575	0	0	0	0	0	0	0	0	0	0	0	0
1700102H20Rik|68230	8	3	6	15	12	9	4	4	7	14	2	9
1700102P08Rik|112418	16	33	38	50	16	37	41	23	44	32	13	34
1700104L18Rik|73592	0	0	0	0	0	0	0	0	0	0	0	0
1700105P06Rik|654802	11	3	0	2	0	0	10	2	3	4	0	6
1700106J16Rik|74297	0	0	0	0	0	0	0	0	0	0	0	0
1700108F19Rik|73272	0	0	0	3	0	0	3	0	0	1	0	0
1700108J01Rik|68245	0	0	0	0	0	0	0	0	0	0	0	0
1700109G14Rik|67355	0	13	0	3	0	2	1	0	0	2	0	0
1700109G15Rik|78471	0	0	0	0	0	0	0	0	0	0	0	0
1700109H08Rik|77036	19	27	3	6	7	6	19	21	27	22	17	10
1700109I08Rik|73591	0	0	0	0	0	0	0	0	0	0	0	0
1700109K24Rik|74303	0	0	0	4	0	0	0	0	0	0	0	0
1700110C19Rik|76634	0	8	13	8	0	7	10	2	6	18	9	15
1700110I01Rik|73549	1	1	1	4	1	1	1	1	1	1	2	1
1700110K17Rik|73558	0	14	0	0	0	9	4	1	4	3	2	6
1700111N16Rik|74305	0	4	0	0	0	0	0	0	0	0	3	2
1700112E06Rik|76633	25	23	4	22	32	2	2	8	4	3	6	10
1700112H15Rik|73590	0	0	0	0	0	0	0	0	0	0	0	0
1700112J05Rik|68246	0	0	0	0	0	0	0	0	0	0	0	0
1700113A16Rik|76642	253	284	206	196	211	211	174	211	188	186	173	170
1700113H08Rik|76640	5	0	0	0	0	6	0	2	0	0	6	5
1700119H24Rik|76649	0	0	0	0	0	0	0	0	4	0	0	0
1700120C14Rik|73600	20	33	6	7	0	2	15	7	7	11	13	3
1700120E14Rik|73606	0	0	0	0	0	0	0	0	0	0	0	0
1700120G07Rik|74314	0	0	0	0	0	0	0	0	0	0	0	0
1700120K04Rik|68232	1	11	0	9	8	0	0	0	0	1	6	0
1700121L16Rik|76643	0	8	0	0	0	0	0	0	11	0	0	4
1700121N20Rik|76639	0	0	0	0	0	0	0	0	0	7	0	0
1700122O11Rik|76651	0	0	0	0	0	0	0	0	0	0	0	0
1700123I01Rik|622554	1	5	7	9	16	0	5	8	2	6	10	6
1700123K08Rik|76658	6	0	1	0	5	0	0	0	0	0	0	0
1700123L14Rik|78482	0	7	0	2	9	0	0	8	9	5	0	8
1700123M08Rik|100503636	39	38	44	12	17	27	27	20	44	50	13	26
1700123O12Rik|73624	0	0	0	0	0	0	0	0	0	0	0	0
1700123O20Rik|58248	1141	993	850	852	1006	1012	1023	782	1021	752	743	735
1700123O21Rik|68238	0	0	2	3	0	0	0	2	1	0	0	0
1700124L16Rik|67934	25	27	27	19	47	28	15	14	3	23	20	37
1700125G02Rik|73628	0	0	0	1	0	0	0	0	0	0	0	0
1700125G22Rik|76657	0	0	0	2	0	2	2	0	0	5	3	0
1700125H03Rik|73609	0	9	0	0	17	0	6	0	7	2	0	0
1700125H20Rik|73634	2	8	1	13	0	0	8	1	0	0	0	2
1700126H18Rik|73639	0	0	0	0	0	0	0	0	0	0	0	0
1700128A07Rik|73631	0	0	0	0	0	0	0	0	0	0	0	0
1700128F08Rik|76669	42	52	34	41	51	38	52	35	48	39	18	43
1700129C05Rik|67932	0	0	0	0	0	0	0	0	0	0	0	0
1810006J02Rik|69030	4	0	0	0	0	0	0	0	0	0	0	0
1810007C17Rik|69054	0	0	0	0	0	0	0	0	0	0	0	0
1810007D17Rik|69055	0	0	0	0	0	0	0	0	0	1	0	0
1810008I18Rik|100503969	0	0	0	3	0	0	0	0	0	0	0	0
1810009A15Rik|66276	1	0	5	43	5	3	18	8	5	5	12	5
1810009J06Rik|73626	0	0	0	0	0	0	0	0	0	0	0	0
1810010D01Rik|100040049	1	6	1	2	0	0	4	8	0	8	3	7
1810010H24Rik|69066	179	131	100	88	128	109	157	59	79	67	94	50
1810011H11Rik|69069	49	42	40	33	32	26	27	47	24	35	35	56
1810011O10Rik|69068	67	46	56	55	59	31	61	40	58	69	28	33
1810012K16Rik|69108	3	2	2	5	0	12	1	2	4	2	0	0
1810013A23Rik|69050	0	0	0	0	0	0	0	0	0	0	2	0
1810013L24Rik|69053	2327	2220	2309	2631	2616	2207	2077	1926	2402	1948	1838	1596
1810014B01Rik|66263	171	159	130	127	147	112	105	123	166	109	78	84
1810018F18Rik|69166	0	0	0	0	0	0	0	0	0	0	0	0
1810019D21Rik|69771	11	5	9	5	24	6	8	7	1	7	6	0
1810020O05Rik|613264	112	60	50	41	18	52	48	34	57	46	30	39
1810021B22Rik|69120	39	49	23	27	27	28	46	29	31	23	21	21
1810022K09Rik|69126	876	925	596	579	897	810	935	597	770	634	544	749
1810024B03Rik|329509	0	3	10	8	25	1	0	10	5	5	1	9
1810026B05Rik|69170	190	170	232	161	332	141	174	125	156	187	182	202
1810026J23Rik|69773	4728	4632	4045	4694	5421	4226	4665	3657	4311	3493	3383	3802
1810030O07Rik|69155	1166	999	968	1066	1647	930	1100	805	980	818	734	798
1810032O08Rik|66293	96	75	148	117	225	94	141	91	75	90	55	74
1810034E14Rik|66503	8	0	7	3	24	6	6	3	9	6	0	11
1810037I17Rik|67704	2096	2017	1348	1517	2238	1647	1966	1256	1719	1327	1272	1491
1810041L15Rik|72301	2065	2040	2247	3016	2488	1949	1812	2244	2919	2000	1879	1664
1810043G02Rik|67884	1311	1402	1099	1118	1754	1213	1424	934	1286	965	941	1069
1810043H04Rik|208501	225	280	248	162	301	206	369	183	200	143	152	194
1810044D09Rik|69798	9	26	16	8	15	26	20	19	45	20	6	13
1810046K07Rik|69809	0	0	0	0	0	0	0	1	0	0	0	0
1810053B23Rik|69857	0	0	0	0	0	0	0	0	0	0	0	0
1810055G02Rik|72056	870	702	918	785	930	812	814	787	952	778	701	630
1810058I24Rik|67705	1103	1020	1000	1162	1005	1035	971	851	1298	922	750	776
1810062G17Rik|72282	15	9	0	0	0	8	11	6	10	7	0	4
1810062O18Rik|75602	23	5	8	6	30	25	14	13	29	15	27	0
1810064F22Rik|69862	14	9	9	24	6	13	8	11	14	25	14	19
1810065E05Rik|69864	0	0	2	0	0	0	0	0	0	0	0	0
2010001E11Rik|72045	4	6	6	12	0	0	3	22	4	15	5	6
2010002M12Rik|112419	53	43	88	59	67	50	26	81	60	40	18	49
2010003K11Rik|69861	0	0	0	0	0	0	0	0	0	0	0	0
2010005H15Rik|76770	6	5	4	0	0	8	4	1	3	4	3	0
2010009K17Rik|72340	0	0	0	0	0	0	0	1	0	0	0	0
2010010A06Rik|100503117	0	0	0	0	0	0	0	0	0	0	0	0
2010012O05Rik|66439	1300	1193	972	964	1550	1041	1238	835	1158	821	812	986
2010015L04Rik|544678	686	643	637	655	1019	571	740	632	705	581	539	556
2010016I18Rik|69206	0	0	0	0	0	0	0	0	0	0	0	0
2010106C02Rik|72104	0	0	0	0	0	0	0	0	0	0	0	0
2010106E10Rik|67715	0	0	0	0	0	0	0	0	0	0	0	0
2010107E04Rik|70257	4000	3851	3038	3212	4896	3346	4379	2429	3454	2414	2605	2948
2010107G12Rik|243753	19	5	4	11	8	1	5	10	0	4	12	0
2010107G23Rik|69894	1340	1377	969	1284	1973	1173	1534	1028	1121	853	940	1074
2010109A12Rik|75610	1	16	0	0	0	0	1	0	9	3	0	8
2010109I03Rik|67038	14	3	18	1	0	18	7	23	16	9	8	7
2010111I01Rik|72061	1330	1346	1370	1118	1977	1195	1353	1101	1166	1113	912	1146
2010204K13Rik|68355	772	714	581	563	912	583	773	470	666	574	476	597
2010300C02Rik|72097	28039	31677	24279	20383	35791	27762	38056	23782	26120	19892	23691	23691
2010308F09Rik|72122	3	2	5	14	8	0	9	10	2	2	9	0
2010310C07Rik|72131	0	0	0	0	0	0	0	0	0	0	0	0
2010315B03Rik|630836	504	450	551	503	591	443	428	458	426	487	384	363
2010320M18Rik|72093	354	301	162	204	338	235	313	242	242	208	153	201
2200002D01Rik|72275	13	8	5	13	22	21	5	5	8	14	17	4
2200002J24Rik|69147	0	0	0	0	0	0	0	0	0	0	0	0
2210010C04Rik|67373	0	0	0	0	0	0	0	0	0	0	0	0
2210011C24Rik|70134	0	0	0	1	6	0	5	2	0	8	1	0
2210013O21Rik|70123	1073	897	713	921	1500	888	924	644	896	644	635	754
2210015D19Rik|76508	431	550	491	443	426	447	385	397	550	421	355	428
2210016F16Rik|70153	850	718	494	531	787	662	852	463	530	523	524	562
2210016L21Rik|72357	4773	5073	3749	3839	6144	4276	5626	3519	4093	3125	3651	4205
2210018M11Rik|233545	3021	2978	2592	2759	3882	2898	3298	2545	3295	2462	2414	2467
2210019I11Rik|70147	0	0	0	0	0	0	0	0	0	0	0	0
2210039B01Rik|73644	27	42	45	30	42	10	28	19	11	24	14	23
2210404O09Rik|70081	136	115	76	81	227	107	111	96	97	92	65	104
2210407C18Rik|78354	0	0	0	0	0	0	0	0	0	0	0	0
2210408F21Rik|73652	236	286	261	285	361	245	273	231	382	203	208	261
2210408I21Rik|72371	312	286	246	392	592	338	398	263	310	303	285	307
2210409D07Rik|70157	0	0	0	0	0	0	0	0	0	0	2	0
2210409E12Rik|72381	0	0	0	0	0	0	0	0	0	0	0	0
2210414B05Rik|70143	0	0	0	0	0	0	0	0	0	0	0	0
2210416O15Rik|70393	20	0	15	0	0	1	10	7	7	5	9	9
2210417A02Rik|70138	0	0	0	0	0	0	0	0	0	0	0	0
2210420H20Rik|76961	5	4	1	0	14	0	0	1	0	0	4	0
2300002M23Rik|69542	0	0	0	0	0	0	0	2	0	0	0	0
2300003K06Rik|100502865	0	0	0	0	0	0	0	0	0	0	0	0
2300005B03Rik|69462	0	4	0	0	0	0	0	0	0	0	0	0
2300009A05Rik|69478	58	54	43	71	121	64	62	32	50	49	22	37
2310001H17Rik|76432	9	10	8	12	0	13	9	5	4	11	3	11
2310001K24Rik|69517	3	2	0	0	0	0	0	2	0	4	1	0
2310002D06Rik|69522	7	4	13	5	21	15	11	4	24	12	0	8
2310002F09Rik|100504720	116	70	124	51	137	101	222	143	206	146	128	98
2310002J15Rik|67859	0	5	0	3	0	0	0	0	0	0	0	0
2310002L09Rik|71886	0	0	0	0	0	0	0	0	0	0	0	0
2310003H01Rik|71885	411	303	408	498	645	354	332	289	337	333	345	366
2310005A03Rik|100504268	0	1	3	0	0	1	0	0	0	3	0	0
2310005E17Rik|70090	0	0	0	0	0	0	0	0	0	0	0	0
2310005G13Rik|69457	1	4	1	4	0	0	0	1	2	1	1	6
2310007B03Rik|71874	24	17	5	48	24	15	6	12	4	18	16	9
2310007L24Rik|75573	225	186	94	73	68	41	120	71	101	147	92	101
2310008N11Rik|72316	23	1	5	2	0	4	0	0	1	0	0	0
2310009A05Rik|66364	214	294	155	166	217	193	277	124	160	177	160	179
2310009B15Rik|69549	114	149	145	95	145	121	159	76	93	94	100	104
2310010J17Rik|78329	30	22	12	20	24	10	22	7	2	26	16	17
2310011J03Rik|66374	1612	1727	1295	1293	2188	1433	1838	1152	1278	1213	1157	1356
2310014L17Rik|381845	26	28	71	35	4	28	21	43	35	32	40	15
2310015A10Rik|69548	456	458	524	471	591	376	443	333	422	415	365	292
2310015B20Rik|69563	72	17	18	28	20	18	41	8	21	35	23	26
2310015D24Rik|70100	0	0	0	0	0	0	0	0	0	0	0	0
2310016D03Rik|69566	0	0	0	0	0	0	0	0	0	0	0	0
2310020H05Rik|69603	0	0	0	0	0	0	0	0	0	0	0	0
2310022A10Rik|66367	1215	1264	1056	1170	1524	1264	1431	952	1192	930	1040	1046
2310022B05Rik|69551	3916	3636	2983	3168	3337	2968	3107	2809	3213	2752	2269	2285
2310030A07Rik|75584	0	0	0	0	0	0	0	0	0	0	0	0
2310030G06Rik|66952	106	135	67	138	97	94	103	75	86	77	49	77
2310033P09Rik|67862	976	883	691	631	1139	899	1046	657	741	628	584	704
2310034C09Rik|117172	0	0	0	0	0	0	0	0	0	0	0	0
2310034G01Rik|75579	21	14	17	4	12	11	28	11	7	29	15	17
2310034O05Rik|69571	7	3	7	0	0	3	0	12	0	2	0	3
2310035C23Rik|227446	2686	2386	2594	3025	4102	2632	3102	2437	2929	2350	2284	2359
2310036O22Rik|68544	1856	1823	1196	1235	2153	1558	1901	1115	1298	1019	1139	1380
2310039H08Rik|67101	190	106	140	78	126	70	131	51	68	80	74	95
2310039L15Rik|69629	104	139	162	89	266	94	138	156	158	102	96	89
2310040G24Rik|381792	37	37	15	28	42	29	18	32	36	35	10	23
2310042E22Rik|66561	17	11	22	18	11	14	5	13	8	15	18	9
2310043L19Rik|75589	0	0	0	0	0	0	0	1	0	1	0	5
2310043O21Rik|69679	0	0	0	0	0	0	0	1	0	0	0	0
2310045N01Rik|72368	579	677	519	513	652	522	685	415	517	515	428	471
2310047M10Rik|71923	1159	1510	929	959	1645	1125	1443	924	999	780	928	991
2310050C09Rik|66533	0	0	0	0	0	0	0	0	0	0	0	4
2310057J18Rik|67719	4	3	0	0	8	0	0	0	0	0	0	0
2310057M21Rik|68277	713	773	513	673	918	793	907	589	626	603	522	706
2310057N15Rik|69696	0	0	0	0	0	0	0	0	0	0	0	0
2310061I04Rik|69662	1769	1977	1612	1314	2023	1632	1679	1323	1600	1259	1350	1491
2310061J03Rik|66391	99	104	85	43	123	62	80	54	65	57	53	66
2310061N02Rik|69661	0	0	0	0	0	0	0	0	0	0	0	0
2310065F04Rik|74184	0	0	0	0	0	0	0	3	0	0	0	0
2310067B10Rik|71947	1786	1937	1572	1922	2593	1651	2094	1769	1905	1529	1536	1432
2310068J16Rik|70281	13	3	13	6	13	20	10	13	2	8	11	2
2310069B03Rik|69652	0	0	0	0	0	0	0	0	0	2	0	1
2310069G16Rik|69659	107	72	62	70	119	66	110	46	45	74	78	66
2310079G19Rik|69699	0	0	0	0	0	0	0	0	0	0	0	0
2310081J21Rik|69211	0	0	0	0	0	0	0	0	0	0	0	0
2410002F23Rik|668661	3500	3454	2442	2679	4357	2697	4030	2632	2987	2421	2649	2840
2410003L11Rik|69729	0	0	0	0	0	0	0	0	0	0	0	0
2410004B18Rik|66421	713	638	539	517	758	624	716	451	623	382	555	442
2410004I01Rik|69739	22	26	10	21	6	14	18	13	35	9	13	21
2410004N09Rik|69749	52	75	91	47	79	76	115	39	42	52	54	93
2410004P03Rik|73667	1504	955	799	629	884	630	879	559	891	965	612	682
2410006H16Rik|69221	391	328	258	250	755	356	333	214	299	203	284	266
2410007B07Rik|69193	7	2	1	0	7	0	1	3	14	0	0	5
2410012E07Rik|73648	0	0	0	0	1	0	2	0	0	0	0	0
2410012M07Rik|71979	0	0	0	0	0	0	2	0	0	0	0	0
2410015M20Rik|224904	3216	2700	2059	2253	3340	2662	3163	1809	2448	1987	1924	2252
2410016O06Rik|71952	809	855	628	602	894	822	1018	682	709	612	653	647
2410017I17Rik|675325	0	0	0	0	0	0	0	0	0	0	0	0
2410018L13Rik|69732	390	409	484	286	536	318	490	360	329	253	293	328
2410021H03Rik|69750	0	6	0	0	0	7	2	0	3	0	0	1
2410076I21Rik|73673	33	57	23	12	3	19	46	42	21	31	20	20
2410088K16Rik|78650	1	0	0	0	6	0	0	1	2	0	0	0
2410089E03Rik|73692	1498	1227	1341	1298	2184	1232	1314	1153	1209	1116	1010	1052
2410114N07Rik|73696	11	0	6	1	0	1	2	3	3	0	5	1
2410124H12Rik|76785	0	7	3	0	0	0	8	0	0	5	0	2
2410127L17Rik|67383	370	420	324	462	482	408	405	339	437	467	282	348
2410131K14Rik|76792	681	590	500	588	832	518	740	525	628	516	591	522
2410137M14Rik|76797	0	3	2	0	0	0	0	0	8	3	2	8
2410141K09Rik|76803	6	1	4	5	11	2	10	7	17	5	3	0
2500004C02Rik|72326	229	233	171	224	294	270	228	236	235	179	172	190
2510002D24Rik|72307	406	462	379	339	495	391	461	304	350	334	321	328
2510003E04Rik|72320	11519	11926	8796	8873	14739	10493	12922	8478	9980	7528	8314	9761
2510009E07Rik|72190	2608	2169	1962	2292	2889	2081	2163	1910	2697	1827	1706	1693
2510039O18Rik|77034	1450	1563	1795	1762	1822	1683	1391	1401	1651	1379	1185	1142
2510049J12Rik|70291	23	10	34	32	48	9	16	19	43	17	13	28
2610001J05Rik|66520	1892	1882	1352	1403	2152	1579	1933	1247	1549	1062	1031	1517
2610002J02Rik|67513	862	862	647	661	977	676	888	576	726	586	521	719
2610002M06Rik|67028	2319	2195	1693	2499	2879	2054	2198	1921	2243	1869	1636	1718
2610005L07Rik|381598	1071	903	1458	1456	1762	922	1055	1349	1842	1421	1081	898
2610008E11Rik|72128	1459	1527	1517	1385	2007	1350	1476	1226	1547	1198	1194	1106
2610015P09Rik|212153	526	432	318	349	687	363	437	322	529	375	374	287
2610016A17Rik|100503074	0	0	6	0	0	0	0	0	0	0	0	0
2610018G03Rik|70415	180	95	141	120	162	125	172	110	197	115	87	92
2610020C07Rik|69918	71	74	35	60	62	30	39	64	86	46	74	52
2610020H08Rik|434234	18	10	15	27	11	3	23	27	31	23	15	6
2610027K06Rik|69909	13	15	23	8	43	9	15	29	19	22	17	15
2610028E06Rik|72395	5	4	2	10	11	5	0	3	8	5	1	15
2610028H24Rik|76964	46	31	22	39	9	49	30	23	51	42	53	29
2610034B18Rik|70420	689	657	520	461	687	687	798	517	599	553	525	500
2610034M16Rik|69239	41	64	24	70	62	37	62	17	18	22	14	19
2610035D17Rik|72386	545	612	509	606	745	596	547	484	745	601	622	541
2610035F20Rik|69248	10	5	0	2	8	7	7	3	3	7	0	8
2610037D02Rik|70040	6	16	13	19	24	18	20	13	14	19	20	14
2610044O15Rik8|72139	1149	1011	827	964	1315	918	1023	871	1084	811	775	851
2610100L16Rik|70441	123	107	94	100	137	111	98	71	163	75	86	85
2610203C20Rik|73144	423	360	572	640	551	491	402	561	531	516	408	402
2610203C22Rik|72481	3	0	11	0	21	7	7	17	8	3	5	0
2610206C17Rik|72495	8	2	3	0	0	0	4	4	3	5	8	5
2610207O16Rik|66620	18	19	30	34	99	25	29	34	18	24	34	27
2610301B20Rik|67157	1779	1601	1292	1476	1790	1317	1864	1256	1278	1228	1238	1410
2610305D13Rik|112422	5	4	1	9	9	9	3	2	8	4	7	3
2610306M01Rik|67170	324	375	250	255	272	375	354	226	371	236	288	281
2610307P16Rik|72518	2	11	3	16	0	12	7	2	8	12	4	3
2610316D01Rik|72511	36	54	37	36	96	45	62	43	36	42	25	24
2610318N02Rik|70458	16	11	29	10	52	18	8	21	10	15	9	10
2610507B11Rik|72503	13169	12607	10687	11948	16765	11658	13858	10922	13262	10002	10351	10169
2610507I01Rik|72203	937	1026	800	981	1392	967	1080	834	1071	782	748	843
2610524H06Rik|330173	551	640	642	859	656	581	618	582	544	525	395	495
2610528A11Rik|70045	2	0	4	2	0	6	2	12	13	9	0	0
2610528J11Rik|66451	0	0	0	3	0	3	0	0	1	0	0	0
2700029M09Rik|72612	2296	2461	1715	1610	2986	2166	2636	1713	2060	1674	1653	2104
2700038G22Rik|67194	16	16	5	19	81	15	14	18	15	5	11	12
2700046A07Rik|78449	35	42	32	17	10	6	25	12	18	27	19	17
2700046G09Rik|67188	117	80	119	74	108	67	77	66	103	78	53	70
2700049A03Rik|76967	374	255	295	228	276	252	279	245	262	221	235	255
2700054A10Rik|72578	231	228	188	242	140	233	190	224	241	165	160	166
2700060E02Rik|68045	3150	3070	2110	2029	3590	2842	3190	1996	2391	1877	1922	2421
2700062C07Rik|68046	441	472	394	467	633	451	372	419	446	379	387	389
2700069I18Rik|72608	38	38	26	16	26	50	53	31	50	30	26	50
2700070H01Rik|72609	16	14	3	24	18	4	19	9	19	12	5	10
2700081O15Rik|108899	4643	4818	4162	3731	5295	4738	5728	3733	4498	3413	3698	3806
2700086A05Rik|72628	0	0	0	0	0	0	0	0	0	0	0	0
2700089E24Rik|381820	4127	3831	2936	3472	4362	3553	3779	2875	4341	2743	2901	3486
2700089I24Rik|72647	4	0	6	1	11	0	2	4	6	1	6	0
2700094K13Rik|72657	220	249	262	197	373	221	287	172	229	200	146	229
2700097O09Rik|72658	162	143	176	105	193	147	150	110	75	86	72	106
2700099C18Rik|77022	11	32	14	12	31	16	29	12	23	16	17	11
2810001G20Rik|66456	408	399	282	302	499	304	446	227	342	212	258	294
2810002D19Rik|66457	206	156	107	128	196	136	153	147	228	150	67	143
2810004N23Rik|66523	927	872	895	988	993	784	840	711	953	801	692	580
2810006K23Rik|72650	717	715	574	612	875	581	718	528	656	532	444	562
2810007J24Rik|76971	0	0	0	0	0	0	0	0	0	0	0	0
2810008D09Rik|76972	85	100	150	74	312	89	157	85	129	69	67	124
2810013P06Rik|100503178	696	716	562	577	893	615	806	520	646	627	489	585
2810021J22Rik|69944	623	667	680	716	694	649	618	666	697	680	601	525
2810025M15Rik|69953	872	810	566	616	982	671	650	455	788	507	458	530
2810029C07Rik|100504687	575	498	487	407	718	388	570	504	495	400	395	459
2810032G03Rik|72669	248	291	230	239	240	221	354	217	183	187	193	223
2810047C21Rik1|72716	127	115	117	54	202	88	109	91	87	150	56	66
2810049E08Rik|72677	147	104	147	85	148	144	121	126	149	112	115	134
2810055G20Rik|77994	71	66	39	30	83	40	56	69	54	55	69	47
2810403A07Rik|74200	1711	1596	1560	1533	2443	1570	1637	1291	1490	1154	1214	1328
2810403D21Rik|69964	23	16	17	14	34	18	18	20	21	12	11	19
2810404M03Rik|69966	12	8	4	6	0	4	5	2	7	3	6	0
2810405F15Rik|69974	16	15	2	13	11	0	6	5	8	3	14	5
2810408A11Rik|70419	19	7	4	9	35	17	5	10	12	6	11	7
2810408I11Rik|69941	12	1	10	6	0	9	5	7	5	3	6	2
2810408M09Rik|381406	1064	1264	909	765	1052	856	1165	894	981	799	765	863
2810410L24Rik|100042332	79	80	69	57	93	54	80	50	60	81	40	48
2810417H13Rik|68026	21	13	24	11	24	38	22	15	10	14	12	8
2810428I15Rik|66462	1186	1237	1030	838	1733	1003	1516	860	1113	723	837	1121
2810429I04Rik|76937	7	5	13	10	38	7	17	12	43	21	2	10
2810433D01Rik|77132	39	22	36	25	0	26	22	18	26	22	3	19
2810442I21Rik|72735	3	0	3	3	0	0	0	9	0	6	8	0
2810442N19Rik|72753	0	0	0	0	0	0	0	0	5	0	0	0
2810454H06Rik|72813	3	9	13	16	16	10	10	16	4	8	23	16
2810459M11Rik|72792	560	661	519	567	582	497	574	467	638	428	373	411
2810468N07Rik|72834	389	356	377	284	486	366	459	358	420	296	383	330
2810471M01Rik|72818	2	8	1	6	7	6	4	2	12	10	1	5
2810474O19Rik|67246	869	784	701	978	1044	762	814	608	920	791	684	659
2900005J15Rik|67261	86	46	56	63	85	98	70	93	84	56	85	81
2900008C10Rik|72937	78	113	90	98	161	106	161	70	118	70	101	87
2900009J06Rik|100502745	25	61	37	28	81	35	35	33	28	49	32	34
2900011O08Rik|67254	12466	12366	10226	11367	16694	10787	12768	10104	11854	8479	9034	9703
2900026A02Rik|243219	10841	11931	12137	10958	10960	12662	13343	12049	14112	11104	10184	8486
2900041M22Rik|78403	81	84	40	51	50	69	65	74	74	45	34	57
2900052N01Rik|73040	1691	1600	954	1598	1949	1233	1022	908	1329	1001	813	874
2900055J20Rik|73001	138	104	97	80	196	125	111	89	145	97	119	87
2900056M20Rik|72997	1369	1142	1226	1483	1306	1386	1308	1303	1733	1158	1119	1057
2900057B20Rik|73009	4	0	0	0	0	3	0	0	0	0	0	0
2900060B14Rik|68204	0	0	3	0	0	0	0	1	4	0	0	0
2900076A07Rik|100504421	166	219	180	179	239	133	165	156	141	132	93	144
2900079G21Rik|620760	361	424	347	377	413	363	364	344	457	256	330	370
2900092C05Rik|73090	0	0	0	0	0	0	1	0	0	0	0	0
2900092D14Rik|73100	1948	1985	1687	1399	1910	1698	2392	1634	2137	1290	1474	1661
2900097C17Rik|347740	121740	123113	130384	148406	147881	138109	109086	118431	156120	117274	109614	98712
3000002C10Rik|378954	431	496	371	344	591	375	551	360	386	348	359	353
3010001F23Rik|75693	46	64	44	42	29	32	68	81	28	39	39	41
3010026O09Rik|68067	571	519	430	396	570	370	562	364	413	389	358	367
3010033K07Rik|109215	0	0	0	0	0	0	0	2	0	0	0	0
3100003L05Rik|73076	0	8	0	0	0	0	7	0	6	0	4	0
3110001I22Rik|66598	92	115	66	48	89	57	62	48	86	54	36	49
3110002H16Rik|76482	1198	1183	1053	921	1604	1072	1148	976	948	795	821	1002
3110007F17Rik|73061	40	35	25	22	0	47	33	15	55	49	10	50
3110009E18Rik|73103	48	40	51	50	126	59	92	43	55	38	53	60
3110009F21Rik|67280	5	0	0	7	16	0	0	6	0	2	6	0
3110015C05Rik|73129	5	0	1	1	0	0	0	0	0	2	4	7
3110021A11Rik|67289	0	0	0	0	14	0	5	0	0	4	0	0
3110021N24Rik|73133	14	6	5	7	0	11	14	8	4	12	4	2
3110035E14Rik|76982	17501	19018	14483	13993	20481	16994	21130	14084	17160	13820	13193	14225
3110039I08Rik|73144	12	0	6	5	0	4	4	8	0	7	9	0
3110039M20Rik|67293	165	167	181	196	216	161	229	134	211	160	125	134
3110040N11Rik|67290	495	605	345	447	633	412	573	390	501	377	333	310
3110043O21Rik|73205	2279	2602	3332	3702	2935	2978	2349	3007	3712	2755	2392	1875
3110045C21Rik|67303	7	9	14	34	47	16	16	15	27	22	16	21
3110052M02Rik|73229	296	236	204	198	366	219	249	193	247	169	178	235
3110056K07Rik|73204	191	245	199	158	264	138	198	186	217	191	136	169
3110057O12Rik|269423	202	193	208	329	291	137	200	190	307	225	167	197
3110062M04Rik|78412	70	139	105	106	205	123	143	70	100	79	55	89
3110070M22Rik|67304	40	51	36	28	89	37	71	33	20	29	26	32
3110079O15Rik|73234	1	4	7	3	0	12	12	12	3	3	7	3
3110082I17Rik|73212	742	751	593	613	820	620	855	606	866	628	612	618
3110082J24Rik|433868	32	62	35	18	13	16	14	14	6	21	9	22
3110099E03Rik|100043232	0	0	0	0	0	1	0	1	0	2	0	0
3200001D21Rik|71818	11	7	2	0	0	2	8	4	1	1	0	0
3300002I08Rik|69277	40	28	35	15	0	19	48	18	51	12	35	20
3300005D01Rik|78512	0	0	0	0	0	0	0	0	0	0	0	0
3425401B19Rik|100504518	9	0	14	9	13	9	8	2	28	6	7	2
3632451O06Rik|67419	949	793	835	769	978	929	1117	887	1003	803	750	739
3632454L22Rik|320606	34	38	24	38	50	30	26	24	32	21	36	24
3830403N18Rik|70691	0	3	1	0	0	3	2	1	0	0	7	0
3830406C13Rik|218734	898	739	595	758	1067	652	812	583	785	599	559	591
3830408C21Rik|100040322	111	74	93	89	132	87	82	88	68	79	52	75
3830417A13Rik|70696	0	0	0	0	0	0	0	0	0	0	0	0
3930402G23Rik|665306	30	13	12	25	18	12	13	13	20	13	9	3
4430402I18Rik|381218	249	221	196	182	205	221	201	181	261	251	158	190
4631405J19Rik|433456	11	10	9	7	0	5	0	4	0	8	0	7
4632415L05Rik|70808	1172	792	803	995	1113	867	1022	879	985	790	764	737
4632427E13Rik|666737	19	11	14	12	10	12	37	15	36	18	24	7
